date,parameter,units,SiteID,org,org_id,time,value,sample_method,analytical_method,particle_size,date_time,media,sample_depth
2005-05-09,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,08:30:00,NA,UNKNOWN,NA,NA,2005-05-09,Water,NA
2005-05-20,Copper,NA,CG-6,California Gulch (US EPA Region 8),0801478,21:30:00,NA,UNKNOWN,NA,NA,2005-05-20,Water,NA
2005-05-04,Copper,NA,CG-4,California Gulch (US EPA Region 8),0801478,10:00:00,NA,UNKNOWN,NA,NA,2005-05-04,Water,NA
2005-03-27,Copper,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,19:59:00,0.00713,UNKNOWN,NA,NA,2005-03-27,Water,NA
2005-03-02,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,17:30:00,NA,UNKNOWN,NA,NA,2005-03-02,Water,NA
2005-04-28,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,10:30:00,NA,UNKNOWN,NA,NA,2005-04-28,Water,NA
2005-04-30,Copper,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,09:30:00,0.00649,UNKNOWN,NA,NA,2005-04-30,Water,NA
2005-05-14,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,20:30:00,NA,UNKNOWN,NA,NA,2005-05-14,Water,NA
2005-04-20,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,00:00:00,NA,UNKNOWN,NA,NA,2005-04-20,Water,NA
2005-04-10,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,20:59:00,NA,UNKNOWN,NA,NA,2005-04-10,Water,NA
2005-03-19,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,12:59:00,NA,UNKNOWN,NA,NA,2005-03-19,Water,NA
2005-04-13,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,08:59:00,NA,UNKNOWN,NA,NA,2005-04-13,Water,NA
2005-05-01,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,01:30:00,NA,UNKNOWN,NA,NA,2005-05-01,Water,NA
2005-04-06,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,07:59:00,NA,UNKNOWN,NA,NA,2005-04-06,Water,NA
2005-04-03,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,18:59:00,NA,UNKNOWN,NA,NA,2005-04-03,Water,NA
2005-04-21,Copper,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,09:00:00,0.00522,UNKNOWN,NA,NA,2005-04-21,Water,NA
2005-04-21,Copper,NA,CG-6,California Gulch (US EPA Region 8),0801478,00:28:00,NA,UNKNOWN,NA,NA,2005-04-21,Water,NA
2005-05-20,Copper,NA,CG-6,California Gulch (US EPA Region 8),0801478,05:30:00,NA,UNKNOWN,NA,NA,2005-05-20,Water,NA
2005-05-11,Copper,NA,CG-4,California Gulch (US EPA Region 8),0801478,12:50:00,NA,UNKNOWN,NA,NA,2005-05-11,Water,NA
2005-05-08,Copper,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,00:30:00,0.005730000000000001,UNKNOWN,NA,NA,2005-05-08,Water,NA
2005-05-25,Copper,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,05:30:00,0.00357,UNKNOWN,NA,NA,2005-05-25,Water,NA
2005-05-16,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,20:30:00,NA,UNKNOWN,NA,NA,2005-05-16,Water,NA
2005-05-07,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,01:30:00,NA,UNKNOWN,NA,NA,2005-05-07,Water,NA
2005-03-21,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,12:59:00,NA,UNKNOWN,NA,NA,2005-03-21,Water,NA
2005-03-25,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,18:59:00,NA,UNKNOWN,NA,NA,2005-03-25,Water,NA
2005-05-21,Copper,NA,CG-6,California Gulch (US EPA Region 8),0801478,21:30:00,NA,UNKNOWN,NA,NA,2005-05-21,Water,NA
2005-05-03,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,01:30:00,NA,UNKNOWN,NA,NA,2005-05-03,Water,NA
2005-05-17,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,04:30:00,NA,UNKNOWN,NA,NA,2005-05-17,Water,NA
2005-05-03,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,08:30:00,NA,UNKNOWN,NA,NA,2005-05-03,Water,NA
2005-09-15,Copper,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,11:50:00,0.0014,UNKNOWN,NA,NA,2005-09-15,Water,NA
2005-03-21,Copper,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,16:05:00,0.00677,UNKNOWN,NA,NA,2005-03-21,Water,NA
2005-03-24,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,12:59:00,NA,UNKNOWN,NA,NA,2005-03-24,Water,NA
2005-05-21,Copper,NA,CG-6,California Gulch (US EPA Region 8),0801478,05:30:00,NA,UNKNOWN,NA,NA,2005-05-21,Water,NA
2005-04-22,Copper,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,16:00:00,0.13,UNKNOWN,NA,NA,2005-04-22,Water,NA
2005-04-21,Copper,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,16:00:00,0.0545,UNKNOWN,NA,NA,2005-04-21,Water,NA
2005-05-02,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,08:30:00,NA,UNKNOWN,NA,NA,2005-05-02,Water,NA
2005-05-02,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,23:00:00,NA,UNKNOWN,NA,NA,2005-05-02,Water,NA
2005-05-04,Copper,NA,CG-4,California Gulch (US EPA Region 8),0801478,18:30:00,NA,UNKNOWN,NA,NA,2005-05-04,Water,NA
2005-03-24,Copper,NA,CG-6,California Gulch (US EPA Region 8),0801478,13:59:00,NA,UNKNOWN,NA,NA,2005-03-24,Water,NA
2005-03-28,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,09:59:00,NA,UNKNOWN,NA,NA,2005-03-28,Water,NA
2005-04-25,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,08:29:00,NA,UNKNOWN,NA,NA,2005-04-25,Water,NA
2005-04-26,Copper,NA,CG-4,California Gulch (US EPA Region 8),0801478,10:00:00,NA,UNKNOWN,NA,NA,2005-04-26,Water,NA
2005-04-13,Copper,NA,CG-6,California Gulch (US EPA Region 8),0801478,22:00:00,NA,UNKNOWN,NA,NA,2005-04-13,Water,NA
2005-05-12,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,22:30:00,NA,UNKNOWN,NA,NA,2005-05-12,Water,NA
2005-04-13,Copper,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,09:58:00,0.00434,UNKNOWN,NA,NA,2005-04-13,Water,NA
2005-04-16,Copper,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,16:00:00,0.0214,UNKNOWN,NA,NA,2005-04-16,Water,NA
2005-05-08,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,01:30:00,NA,UNKNOWN,NA,NA,2005-05-08,Water,NA
2005-03-25,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,09:59:00,NA,UNKNOWN,NA,NA,2005-03-25,Water,NA
2005-04-27,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,10:29:00,NA,UNKNOWN,NA,NA,2005-04-27,Water,NA
2005-04-02,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,09:59:00,NA,UNKNOWN,NA,NA,2005-04-02,Water,NA
2005-05-05,Copper,NA,CG-4,California Gulch (US EPA Region 8),0801478,10:00:00,NA,UNKNOWN,NA,NA,2005-05-05,Water,NA
2005-04-29,Copper,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,00:30:00,0.0059900000000000005,UNKNOWN,NA,NA,2005-04-29,Water,NA
2005-05-11,Copper,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,05:30:00,0.00314,UNKNOWN,NA,NA,2005-05-11,Water,NA
2005-04-13,Copper,NA,CG-6,California Gulch (US EPA Region 8),0801478,11:00:00,NA,UNKNOWN,NA,NA,2005-04-13,Water,NA
2005-04-01,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,20:59:00,NA,UNKNOWN,NA,NA,2005-04-01,Water,NA
2005-04-30,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,10:30:00,NA,UNKNOWN,NA,NA,2005-04-30,Water,NA
2005-03-24,Copper,NA,CG-6,California Gulch (US EPA Region 8),0801478,07:59:00,NA,UNKNOWN,NA,NA,2005-03-24,Water,NA
2005-04-11,Copper,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,21:58:00,0.00641,UNKNOWN,NA,NA,2005-04-11,Water,NA
2005-04-24,Copper,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,00:28:00,0.00477,UNKNOWN,NA,NA,2005-04-24,Water,NA
2005-03-09,Copper,NA,CG-4,California Gulch (US EPA Region 8),0801478,13:25:00,NA,UNKNOWN,NA,NA,2005-03-09,Water,NA
2005-02-24,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,11:20:00,NA,UNKNOWN,NA,NA,2005-02-24,Water,NA
2005-04-22,Copper,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,09:28:00,0.006019999999999999,UNKNOWN,NA,NA,2005-04-22,Water,NA
2005-05-10,Copper,NA,CG-4,California Gulch (US EPA Region 8),0801478,17:00:00,NA,UNKNOWN,NA,NA,2005-05-10,Water,NA
2005-04-28,Copper,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,00:30:00,0.00432,UNKNOWN,NA,NA,2005-04-28,Water,NA
2005-05-10,Copper,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,10:00:00,0.00368,UNKNOWN,NA,NA,2005-05-10,Water,NA
2005-05-11,Copper,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,21:30:00,0.00363,UNKNOWN,NA,NA,2005-05-11,Water,NA
2005-03-31,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,18:59:00,NA,UNKNOWN,NA,NA,2005-03-31,Water,NA
2005-04-26,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,01:29:00,NA,UNKNOWN,NA,NA,2005-04-26,Water,NA
2005-04-18,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,11:00:00,NA,UNKNOWN,NA,NA,2005-04-18,Water,NA
2005-04-23,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,09:00:00,NA,UNKNOWN,NA,NA,2005-04-23,Water,NA
2005-04-02,Copper,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,19:59:00,0.00545,UNKNOWN,NA,NA,2005-04-02,Water,NA
2005-04-27,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,01:29:00,NA,UNKNOWN,NA,NA,2005-04-27,Water,NA
2005-04-15,Copper,NA,CG-6,California Gulch (US EPA Region 8),0801478,22:00:00,NA,UNKNOWN,NA,NA,2005-04-15,Water,NA
2005-04-06,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,10:00:00,NA,UNKNOWN,NA,NA,2005-04-06,Water,NA
2005-04-17,Copper,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,10:00:00,0.00316,UNKNOWN,NA,NA,2005-04-17,Water,NA
2005-04-06,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,21:00:00,NA,UNKNOWN,NA,NA,2005-04-06,Water,NA
2005-04-20,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,11:00:00,NA,UNKNOWN,NA,NA,2005-04-20,Water,NA
2005-04-22,Copper,NA,CG-6,California Gulch (US EPA Region 8),0801478,00:28:00,NA,UNKNOWN,NA,NA,2005-04-22,Water,NA
2005-04-21,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,21:00:00,NA,UNKNOWN,NA,NA,2005-04-21,Water,NA
2005-04-06,Copper,NA,CG-4,California Gulch (US EPA Region 8),0801478,15:59:00,NA,UNKNOWN,NA,NA,2005-04-06,Water,NA
2005-04-04,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,20:59:00,NA,UNKNOWN,NA,NA,2005-04-04,Water,NA
2005-04-15,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,11:00:00,NA,UNKNOWN,NA,NA,2005-04-15,Water,NA
2005-04-20,Copper,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,10:00:00,0.00382,UNKNOWN,NA,NA,2005-04-20,Water,NA
2005-04-13,Copper,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,16:00:00,0.0045899999999999995,UNKNOWN,NA,NA,2005-04-13,Water,NA
2005-04-14,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,23:00:00,NA,UNKNOWN,NA,NA,2005-04-14,Water,NA
2005-04-15,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,09:00:00,NA,UNKNOWN,NA,NA,2005-04-15,Water,NA
2005-04-13,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,10:59:00,NA,UNKNOWN,NA,NA,2005-04-13,Water,NA
2005-03-23,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,14:59:00,NA,UNKNOWN,NA,NA,2005-03-23,Water,NA
2005-05-04,Zinc,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,01:30:00,0.157,UNKNOWN,NA,NA,2005-05-04,Water,NA
2005-05-01,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,23:00:00,NA,UNKNOWN,NA,NA,2005-05-01,Water,NA
2005-04-11,Copper,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,09:58:00,0.00796,UNKNOWN,NA,NA,2005-04-11,Water,NA
2005-04-09,Copper,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,09:58:00,0.00877,UNKNOWN,NA,NA,2005-04-09,Water,NA
2005-04-07,Copper,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,21:58:00,0.00636,UNKNOWN,NA,NA,2005-04-07,Water,NA
2005-04-19,Copper,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,16:00:00,0.072,UNKNOWN,NA,NA,2005-04-19,Water,NA
2005-05-17,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,06:30:00,NA,UNKNOWN,NA,NA,2005-05-17,Water,NA
2005-09-30,Cadmium,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,12:00:00,0.005,UNKNOWN,NA,NA,2005-09-30,Water,NA
2005-09-22,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,03:13:00,0.033299999999999996,UNKNOWN,NA,NA,2005-09-22,Water,NA
2005-04-21,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,23:00:00,NA,UNKNOWN,NA,NA,2005-04-21,Water,NA
2005-03-22,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,12:59:00,NA,UNKNOWN,NA,NA,2005-03-22,Water,NA
2005-05-05,Zinc,ug/l,AR-1,California Gulch (US EPA Region 8),0801478,08:30:00,0.117,UNKNOWN,NA,NA,2005-05-05,Water,NA
2005-04-30,Cadmium,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,00:30:00,0.00808,UNKNOWN,NA,NA,2005-04-30,Water,NA
2005-04-28,Cadmium,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,01:30:00,9.469999999999999e-4,UNKNOWN,NA,NA,2005-04-28,Water,NA
2005-04-18,Cadmium,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,12:30:00,0.00138,UNKNOWN,NA,NA,2005-04-18,Water,NA
2005-04-04,Copper,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,19:59:00,0.0076,UNKNOWN,NA,NA,2005-04-04,Water,NA
2005-03-12,Cadmium,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,14:59:00,2.24e-4,UNKNOWN,NA,NA,2005-03-12,Water,NA
2005-05-05,Zinc,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,00:30:00,6.44,UNKNOWN,NA,NA,2005-05-05,Water,NA
2005-02-24,Cadmium,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,16:00:00,0.00549,UNKNOWN,NA,NA,2005-02-24,Water,NA
2005-04-14,Cadmium,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,11:00:00,6.850000000000001e-4,UNKNOWN,NA,NA,2005-04-14,Water,NA
2005-04-03,Zinc,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,09:59:00,0.095,UNKNOWN,NA,NA,2005-04-03,Water,NA
2005-05-16,Cadmium,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,21:30:00,0.00161,UNKNOWN,NA,NA,2005-05-16,Water,NA
2005-03-12,Zinc,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,14:59:00,0.0697,UNKNOWN,NA,NA,2005-03-12,Water,NA
2005-03-13,Zinc,ug/l,AR-1,California Gulch (US EPA Region 8),0801478,12:56:00,0.011300000000000001,UNKNOWN,NA,NA,2005-03-13,Water,NA
2005-05-01,Cadmium,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,00:30:00,0.00732,UNKNOWN,NA,NA,2005-05-01,Water,NA
2005-05-01,Zinc,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,00:30:00,3.7,UNKNOWN,NA,NA,2005-05-01,Water,NA
2005-05-02,Cadmium,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,01:30:00,6.23e-4,UNKNOWN,NA,NA,2005-05-02,Water,NA
2005-03-12,Cadmium,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,13:59:00,0.0011,UNKNOWN,NA,NA,2005-03-12,Water,NA
2005-04-12,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,08:59:00,12.1,UNKNOWN,NA,NA,2005-04-12,Water,NA
2005-04-12,Zinc,ug/l,AR-1,California Gulch (US EPA Region 8),0801478,08:59:00,0.023399999999999997,UNKNOWN,NA,NA,2005-04-12,Water,NA
2005-05-08,Cadmium,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,10:30:00,5.759999999999999e-4,UNKNOWN,NA,NA,2005-05-08,Water,NA
2005-05-04,Copper,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,00:30:00,0.0066500000000000005,UNKNOWN,NA,NA,2005-05-04,Water,NA
2005-05-07,Cadmium,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,00:30:00,0.005719999999999999,UNKNOWN,NA,NA,2005-05-07,Water,NA
2005-04-06,Cadmium,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,08:59:00,0.0020099999999999996,UNKNOWN,NA,NA,2005-04-06,Water,NA
2005-04-20,Zinc,ug/l,AR-1,California Gulch (US EPA Region 8),0801478,00:00:00,0.0223,UNKNOWN,NA,NA,2005-04-20,Water,NA
2005-08-11,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,19:39:00,0.016399999999999998,UNKNOWN,NA,NA,2005-08-11,Water,NA
2005-09-28,Zinc,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,15:00:00,1.44,UNKNOWN,NA,NA,2005-09-28,Water,NA
2005-06-23,Zinc,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,17:05:00,1.17,UNKNOWN,NA,NA,2005-06-23,Water,NA
2005-08-04,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,18:58:00,0.027899999999999998,UNKNOWN,NA,NA,2005-08-04,Water,NA
2005-04-01,Zinc,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,20:59:00,0.113,UNKNOWN,NA,NA,2005-04-01,Water,NA
2005-04-14,Cadmium,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,22:00:00,0.0148,UNKNOWN,NA,NA,2005-04-14,Water,NA
2005-04-24,Zinc,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,00:28:00,6.98,UNKNOWN,NA,NA,2005-04-24,Water,NA
2005-04-25,Zinc,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,01:29:00,0.253,UNKNOWN,NA,NA,2005-04-25,Water,NA
2005-04-15,Cadmium,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,22:00:00,0.0147,UNKNOWN,NA,NA,2005-04-15,Water,NA
2005-04-26,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,18:30:00,6.91,UNKNOWN,NA,NA,2005-04-26,Water,NA
2005-04-15,Cadmium,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,11:00:00,8.349999999999999e-4,UNKNOWN,NA,NA,2005-04-15,Water,NA
2005-05-12,Zinc,ug/l,AR-1,California Gulch (US EPA Region 8),0801478,20:30:00,0.0845,UNKNOWN,NA,NA,2005-05-12,Water,NA
2005-05-13,Zinc,ug/l,AR-1,California Gulch (US EPA Region 8),0801478,20:30:00,0.088,UNKNOWN,NA,NA,2005-05-13,Water,NA
2005-05-15,Cadmium,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,05:30:00,0.00211,UNKNOWN,NA,NA,2005-05-15,Water,NA
2005-09-22,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,04:12:00,11.7,UNKNOWN,NA,NA,2005-09-22,Water,NA
2005-09-28,Cadmium,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,13:15:00,0.0043,UNKNOWN,NA,NA,2005-09-28,Water,NA
2005-08-11,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,19:09:00,0.015,UNKNOWN,NA,NA,2005-08-11,Water,NA
2005-09-28,Zinc,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,12:46:00,0.12,UNKNOWN,NA,NA,2005-09-28,Water,NA
2005-09-30,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,12:45:00,9.79,UNKNOWN,NA,NA,2005-09-30,Water,NA
2005-05-17,Zinc,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,21:30:00,0.611,UNKNOWN,NA,NA,2005-05-17,Water,NA
2005-05-04,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,08:30:00,NA,UNKNOWN,NA,NA,2005-05-04,Water,NA
2005-02-24,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,12:20:00,NA,UNKNOWN,NA,NA,2005-02-24,Water,NA
2005-05-17,Zinc,ug/l,AR-1,California Gulch (US EPA Region 8),0801478,04:30:00,0.087,UNKNOWN,NA,NA,2005-05-17,Water,NA
2005-03-23,Cadmium,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,13:59:00,0.00644,UNKNOWN,NA,NA,2005-03-23,Water,NA
2005-05-03,Zinc,ug/l,AR-1,California Gulch (US EPA Region 8),0801478,23:00:00,0.067,UNKNOWN,NA,NA,2005-05-03,Water,NA
2005-03-24,Cadmium,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,07:59:00,0.00667,UNKNOWN,NA,NA,2005-03-24,Water,NA
2005-03-02,Cadmium,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,17:05:00,0.00617,UNKNOWN,NA,NA,2005-03-02,Water,NA
2005-04-27,Cadmium,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,10:29:00,0.00114,UNKNOWN,NA,NA,2005-04-27,Water,NA
2005-05-11,Zinc,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,05:30:00,7.07,UNKNOWN,NA,NA,2005-05-11,Water,NA
2005-04-28,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,10:00:00,7.07,UNKNOWN,NA,NA,2005-04-28,Water,NA
2005-04-27,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,10:00:00,0.032100000000000004,UNKNOWN,NA,NA,2005-04-27,Water,NA
2005-05-10,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,17:00:00,0.0423,UNKNOWN,NA,NA,2005-05-10,Water,NA
2005-04-30,Zinc,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,01:30:00,0.201,UNKNOWN,NA,NA,2005-04-30,Water,NA
2005-05-08,Cadmium,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,09:30:00,0.006030000000000001,UNKNOWN,NA,NA,2005-05-08,Water,NA
2005-05-08,Copper,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,09:30:00,0.0048200000000000005,UNKNOWN,NA,NA,2005-05-08,Water,NA
2005-04-18,Copper,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,11:50:00,0.0065899999999999995,UNKNOWN,NA,NA,2005-04-18,Water,NA
2005-04-22,Zinc,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,09:28:00,5.62,UNKNOWN,NA,NA,2005-04-22,Water,NA
2005-04-04,Zinc,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,19:59:00,1.47,UNKNOWN,NA,NA,2005-04-04,Water,NA
2005-03-02,Zinc,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,17:30:00,0.247,UNKNOWN,NA,NA,2005-03-02,Water,NA
2005-03-23,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,08:59:00,NA,UNKNOWN,NA,NA,2005-03-23,Water,NA
2005-05-10,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,01:30:00,NA,UNKNOWN,NA,NA,2005-05-10,Water,NA
2005-05-19,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,04:30:00,NA,UNKNOWN,NA,NA,2005-05-19,Water,NA
2005-04-23,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,18:30:00,17.1,UNKNOWN,NA,NA,2005-04-23,Water,NA
2005-05-01,Cadmium,NA,AR-1,California Gulch (US EPA Region 8),0801478,08:30:00,NA,UNKNOWN,NA,NA,2005-05-01,Water,NA
2005-05-01,Cadmium,NA,AR-1,California Gulch (US EPA Region 8),0801478,23:00:00,NA,UNKNOWN,NA,NA,2005-05-01,Water,NA
2005-03-21,Cadmium,NA,AR-1,California Gulch (US EPA Region 8),0801478,12:59:00,NA,UNKNOWN,NA,NA,2005-03-21,Water,NA
2005-03-24,Cadmium,NA,AR-1,California Gulch (US EPA Region 8),0801478,12:59:00,NA,UNKNOWN,NA,NA,2005-03-24,Water,NA
2005-04-16,Cadmium,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,10:00:00,0.0127,UNKNOWN,NA,NA,2005-04-16,Water,NA
2005-04-16,Zinc,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,10:00:00,6.02,UNKNOWN,NA,NA,2005-04-16,Water,NA
2005-04-15,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,09:00:00,19.8,UNKNOWN,NA,NA,2005-04-15,Water,NA
2005-04-20,Zinc,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,23:00:00,0.482,UNKNOWN,NA,NA,2005-04-20,Water,NA
2005-06-22,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,23:13:00,4.58,UNKNOWN,NA,NA,2005-06-22,Water,NA
2005-06-23,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,00:12:00,7.81,UNKNOWN,NA,NA,2005-06-23,Water,NA
2005-09-15,Zinc,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,15:40:00,0.0959,UNKNOWN,NA,NA,2005-09-15,Water,NA
2005-05-14,Zinc,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,21:30:00,0.861,UNKNOWN,NA,NA,2005-05-14,Water,NA
2005-05-18,Zinc,ug/l,AR-1,California Gulch (US EPA Region 8),0801478,18:00:00,0.0723,UNKNOWN,NA,NA,2005-05-18,Water,NA
2005-05-15,Zinc,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,05:30:00,0.969,UNKNOWN,NA,NA,2005-05-15,Water,NA
