date,parameter,units,SiteID,org,org_id,time,value,sample_method,analytical_method,particle_size,date_time,media,sample_depth
2003-08-30,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,00:00:00,14.6,UNKNOWN,NA,NA,2003-08-30,Water,NA
2003-08-30,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,00:00:00,17.8,UNKNOWN,NA,NA,2003-08-30,Water,NA
2003-07-28,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,16:49:00,9.75,UNKNOWN,NA,NA,2003-07-28,Water,NA
2003-07-28,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,17:19:00,8.33,UNKNOWN,NA,NA,2003-07-28,Water,NA
2003-07-28,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,17:49:00,8.2,UNKNOWN,NA,NA,2003-07-28,Water,NA
2003-08-16,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,19:00:00,24.1,UNKNOWN,NA,NA,2003-08-16,Water,NA
2003-10-20,Zinc,ug/l,AR-1,California Gulch (US EPA Region 8),0801478,16:10:00,0.013300000000000001,UNKNOWN,NA,NA,2003-10-20,Water,NA
2003-08-16,Copper,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,19:00:00,0.0586,UNKNOWN,NA,NA,2003-08-16,Water,NA
2003-07-22,Zinc,ug/l,AR-1,California Gulch (US EPA Region 8),0801478,09:30:00,0.0116,UNKNOWN,NA,NA,2003-07-22,Water,NA
2003-08-05,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,00:00:00,4.52,UNKNOWN,NA,NA,2003-08-05,Water,NA
2003-08-16,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,21:28:00,23,UNKNOWN,NA,NA,2003-08-16,Water,NA
2003-08-16,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,19:28:00,13.2,UNKNOWN,NA,NA,2003-08-16,Water,NA
2003-08-16,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,21:58:00,22.6,UNKNOWN,NA,NA,2003-08-16,Water,NA
2003-08-19,Zinc,ug/l,AR-1,California Gulch (US EPA Region 8),0801478,09:00:00,0.0167,UNKNOWN,NA,NA,2003-08-19,Water,NA
2003-09-05,Zinc,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,05:04:00,10.3,UNKNOWN,NA,NA,2003-09-05,Water,NA
2003-08-30,Zinc,ug/l,AR-1,California Gulch (US EPA Region 8),0801478,00:00:00,0.01,UNKNOWN,NA,NA,2003-08-30,Water,NA
2003-08-23,Zinc,ug/l,AR-1,California Gulch (US EPA Region 8),0801478,12:15:00,0.013300000000000001,UNKNOWN,NA,NA,2003-08-23,Water,NA
2003-08-30,Zinc,ug/l,AR-1,California Gulch (US EPA Region 8),0801478,17:35:00,0.00929,UNKNOWN,NA,NA,2003-08-30,Water,NA
2003-09-06,Zinc,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,03:04:00,9.38,UNKNOWN,NA,NA,2003-09-06,Water,NA
2003-09-09,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,08:57:00,10.9,UNKNOWN,NA,NA,2003-09-09,Water,NA
2003-09-09,Zinc,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,11:25:00,0.308,UNKNOWN,NA,NA,2003-09-09,Water,NA
2003-09-06,Zinc,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,04:04:00,9.76,UNKNOWN,NA,NA,2003-09-06,Water,NA
2003-07-28,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,19:19:00,7.46,UNKNOWN,NA,NA,2003-07-28,Water,NA
2003-07-28,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,19:49:00,7.19,UNKNOWN,NA,NA,2003-07-28,Water,NA
2003-09-06,Zinc,ug/l,AR-1,California Gulch (US EPA Region 8),0801478,16:25:00,0.00643,UNKNOWN,NA,NA,2003-09-06,Water,NA
2003-09-06,Zinc,ug/l,AR-1,California Gulch (US EPA Region 8),0801478,14:45:00,0.00626,UNKNOWN,NA,NA,2003-09-06,Water,NA
2003-09-09,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,06:27:00,10.9,UNKNOWN,NA,NA,2003-09-09,Water,NA
2003-08-30,Zinc,ug/l,AR-1,California Gulch (US EPA Region 8),0801478,13:35:00,0.016399999999999998,UNKNOWN,NA,NA,2003-08-30,Water,NA
2003-08-30,Zinc,ug/l,AR-1,California Gulch (US EPA Region 8),0801478,00:00:00,0.012,UNKNOWN,NA,NA,2003-08-30,Water,NA
2003-08-30,Zinc,ug/l,AR-1,California Gulch (US EPA Region 8),0801478,00:00:00,0.016399999999999998,UNKNOWN,NA,NA,2003-08-30,Water,NA
2003-08-30,Zinc,ug/l,AR-1,California Gulch (US EPA Region 8),0801478,00:00:00,0.0107,UNKNOWN,NA,NA,2003-08-30,Water,NA
2003-07-28,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,16:19:00,8.51,UNKNOWN,NA,NA,2003-07-28,Water,NA
2003-10-20,Zinc,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,16:50:00,0.0803,UNKNOWN,NA,NA,2003-10-20,Water,NA
2003-07-22,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,14:05:00,4.59,UNKNOWN,NA,NA,2003-07-22,Water,NA
2003-08-26,Zinc,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,14:02:00,0.0694,UNKNOWN,NA,NA,2003-08-26,Water,NA
2003-09-05,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,18:15:00,7.85,UNKNOWN,NA,NA,2003-09-05,Water,NA
2003-09-05,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,19:07:00,8.1,UNKNOWN,NA,NA,2003-09-05,Water,NA
2003-09-06,Zinc,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,05:49:00,10.2,UNKNOWN,NA,NA,2003-09-06,Water,NA
2003-09-10,Zinc,ug/l,AR-1,California Gulch (US EPA Region 8),0801478,11:25:00,0.010199999999999999,UNKNOWN,NA,NA,2003-09-10,Water,NA
2003-09-09,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,00:00:00,12.4,UNKNOWN,NA,NA,2003-09-09,Water,NA
2001-07-11,Zinc,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,00:00:00,0.207,UNKNOWN,NA,NA,2001-07-11,Water,NA
2001-07-10,Zinc,mg/l,CG-6,California Gulch (US EPA Region 8),0801478,00:00:00,6.53,UNKNOWN,NA,NA,2001-07-10,Water,NA
2001-05-01,Copper,mg/l,CG-6,California Gulch (US EPA Region 8),0801478,00:00:00,0.0075,UNKNOWN,NA,NA,2001-05-01,Water,NA
2001-05-15,Copper,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,00:00:00,0.281,UNKNOWN,NA,NA,2001-05-15,Water,NA
2001-05-15,Copper,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,00:00:00,0.505,UNKNOWN,NA,NA,2001-05-15,Water,NA
2003-09-09,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,00:00:00,14,UNKNOWN,NA,NA,2003-09-09,Water,NA
2003-09-09,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,00:00:00,10.9,UNKNOWN,NA,NA,2003-09-09,Water,NA
2003-08-03,Copper,NA,CG-4,California Gulch (US EPA Region 8),0801478,18:04:00,NA,UNKNOWN,NA,NA,2003-08-03,Water,NA
2003-08-23,Cadmium,NA,AR-1,California Gulch (US EPA Region 8),0801478,00:15:00,NA,UNKNOWN,NA,NA,2003-08-23,Water,NA
2003-08-23,Cadmium,NA,AR-1,California Gulch (US EPA Region 8),0801478,02:15:00,NA,UNKNOWN,NA,NA,2003-08-23,Water,NA
2003-09-06,Copper,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,00:00:00,0.00708,UNKNOWN,NA,NA,2003-09-06,Water,NA
2003-07-28,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,16:49:00,0.0389,UNKNOWN,NA,NA,2003-07-28,Water,NA
2003-08-03,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,17:37:00,0.0207,UNKNOWN,NA,NA,2003-08-03,Water,NA
2003-08-03,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,17:42:00,0.0257,UNKNOWN,NA,NA,2003-08-03,Water,NA
2003-09-06,Cadmium,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,00:00:00,0.0219,UNKNOWN,NA,NA,2003-09-06,Water,NA
2003-09-06,Cadmium,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,00:00:00,0.0256,UNKNOWN,NA,NA,2003-09-06,Water,NA
2003-09-06,Cadmium,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,00:00:00,0.0286,UNKNOWN,NA,NA,2003-09-06,Water,NA
2003-05-22,Cadmium,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,20:00:00,0.0487,UNKNOWN,NA,NA,2003-05-22,Water,NA
2003-08-16,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,20:28:00,0.047700000000000006,UNKNOWN,NA,NA,2003-08-16,Water,NA
2003-06-19,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,16:40:00,0.0599,UNKNOWN,NA,NA,2003-06-19,Water,NA
2003-06-19,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,16:40:00,0.0592,UNKNOWN,NA,NA,2003-06-19,Water,NA
2003-06-19,Cadmium,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,17:00:00,0.022699999999999998,UNKNOWN,NA,NA,2003-06-19,Water,NA
2003-08-30,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,00:00:00,0.0516,UNKNOWN,NA,NA,2003-08-30,Water,NA
2003-08-30,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,00:00:00,0.0588,UNKNOWN,NA,NA,2003-08-30,Water,NA
2003-08-30,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,00:00:00,0.060399999999999995,UNKNOWN,NA,NA,2003-08-30,Water,NA
2003-08-03,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,18:34:00,0.07379999999999999,UNKNOWN,NA,NA,2003-08-03,Water,NA
2003-09-06,Cadmium,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,20:52:00,0.00124,UNKNOWN,NA,NA,2003-09-06,Water,NA
2003-09-09,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,08:27:00,0.0471,UNKNOWN,NA,NA,2003-09-09,Water,NA
2003-08-23,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,15:34:00,0.019100000000000002,UNKNOWN,NA,NA,2003-08-23,Water,NA
2003-08-23,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,16:04:00,0.0334,UNKNOWN,NA,NA,2003-08-23,Water,NA
2003-09-06,Cadmium,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,00:00:00,0.00124,UNKNOWN,NA,NA,2003-09-06,Water,NA
2003-09-06,Cadmium,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,00:00:00,0.00279,UNKNOWN,NA,NA,2003-09-06,Water,NA
2003-09-03,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,08:55:00,0.0312,UNKNOWN,NA,NA,2003-09-03,Water,NA
2003-05-23,Cadmium,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,11:00:00,6.3e-4,UNKNOWN,NA,NA,2003-05-23,Water,NA
2003-08-23,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,17:04:00,21.2,UNKNOWN,NA,NA,2003-08-23,Water,NA
2003-08-23,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,14:34:00,7.34,UNKNOWN,NA,NA,2003-08-23,Water,NA
2003-10-20,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,14:45:00,4.2,UNKNOWN,NA,NA,2003-10-20,Water,NA
2003-08-23,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,15:34:00,7.29,UNKNOWN,NA,NA,2003-08-23,Water,NA
2003-08-19,Zinc,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,10:00:00,0.244,UNKNOWN,NA,NA,2003-08-19,Water,NA
2003-08-19,Zinc,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,10:00:00,0.244,UNKNOWN,NA,NA,2003-08-19,Water,NA
2003-09-09,Cadmium,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,12:45:00,5.899999999999999e-4,UNKNOWN,NA,NA,2003-09-09,Water,NA
2003-09-06,Cadmium,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,04:04:00,0.0286,UNKNOWN,NA,NA,2003-09-06,Water,NA
2003-09-09,Cadmium,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,12:05:00,7.3e-4,UNKNOWN,NA,NA,2003-09-09,Water,NA
2003-07-22,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,14:05:00,0.0217,UNKNOWN,NA,NA,2003-07-22,Water,NA
2003-07-22,Cadmium,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,09:36:00,0.006809999999999999,UNKNOWN,NA,NA,2003-07-22,Water,NA
2003-08-03,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,21:04:00,0.135,UNKNOWN,NA,NA,2003-08-03,Water,NA
2003-08-03,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,21:34:00,0.13,UNKNOWN,NA,NA,2003-08-03,Water,NA
2003-08-23,Copper,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,14:34:00,0.00455,UNKNOWN,NA,NA,2003-08-23,Water,NA
2003-08-23,Copper,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,15:04:00,0.00521,UNKNOWN,NA,NA,2003-08-23,Water,NA
2003-09-09,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,05:42:00,0.0485,UNKNOWN,NA,NA,2003-09-09,Water,NA
2003-05-05,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,14:55:00,0.0020099999999999996,UNKNOWN,NA,NA,2003-05-05,Water,NA
2003-09-06,Cadmium,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,20:12:00,9.5e-4,UNKNOWN,NA,NA,2003-09-06,Water,NA
2003-09-06,Cadmium,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,22:12:00,0.00184,UNKNOWN,NA,NA,2003-09-06,Water,NA
2003-09-05,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,21:07:00,0.09709999999999999,UNKNOWN,NA,NA,2003-09-05,Water,NA
2003-09-06,Cadmium,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,23:12:00,0.00279,UNKNOWN,NA,NA,2003-09-06,Water,NA
2003-09-07,Cadmium,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,00:12:00,0.00365,UNKNOWN,NA,NA,2003-09-07,Water,NA
2003-09-07,Cadmium,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,01:12:00,0.0033399999999999997,UNKNOWN,NA,NA,2003-09-07,Water,NA
2003-09-05,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,23:22:00,0.175,UNKNOWN,NA,NA,2003-09-05,Water,NA
2003-07-28,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,17:19:00,0.0355,UNKNOWN,NA,NA,2003-07-28,Water,NA
2003-07-28,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,18:49:00,0.0296,UNKNOWN,NA,NA,2003-07-28,Water,NA
2003-09-06,Cadmium,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,01:49:00,0.0219,UNKNOWN,NA,NA,2003-09-06,Water,NA
2003-09-06,Cadmium,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,01:19:00,0.0205,UNKNOWN,NA,NA,2003-09-06,Water,NA
2003-07-28,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,16:19:00,0.0325,UNKNOWN,NA,NA,2003-07-28,Water,NA
2003-09-05,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,00:00:00,0.037399999999999996,UNKNOWN,NA,NA,2003-09-05,Water,NA
2003-09-05,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,00:00:00,0.0659,UNKNOWN,NA,NA,2003-09-05,Water,NA
2003-05-23,Cadmium,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,10:15:00,0.052700000000000004,UNKNOWN,NA,NA,2003-05-23,Water,NA
2004-09-14,Cadmium,NA,AR-1,California Gulch (US EPA Region 8),0801478,10:00:00,NA,UNKNOWN,NA,NA,2004-09-14,Water,NA
2003-07-28,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,15:50:00,0.0228,UNKNOWN,NA,NA,2003-07-28,Water,NA
2003-09-07,Cadmium,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,00:00:00,0.00365,UNKNOWN,NA,NA,2003-09-07,Water,NA
2003-09-07,Cadmium,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,00:00:00,0.0033399999999999997,UNKNOWN,NA,NA,2003-09-07,Water,NA
2003-08-23,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,17:34:00,0.037200000000000004,UNKNOWN,NA,NA,2003-08-23,Water,NA
2003-08-23,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,17:04:00,0.0458,UNKNOWN,NA,NA,2003-08-23,Water,NA
2003-08-19,Cadmium,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,10:00:00,7.3e-4,UNKNOWN,NA,NA,2003-08-19,Water,NA
2003-08-23,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,14:34:00,0.0206,UNKNOWN,NA,NA,2003-08-23,Water,NA
2003-08-23,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,15:04:00,0.0179,UNKNOWN,NA,NA,2003-08-23,Water,NA
2003-08-19,Cadmium,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,10:00:00,7.4e-4,UNKNOWN,NA,NA,2003-08-19,Water,NA
2003-09-09,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,00:00:00,0.0471,UNKNOWN,NA,NA,2003-09-09,Water,NA
2004-08-24,Cadmium,NA,AR-1,California Gulch (US EPA Region 8),0801478,10:30:00,NA,UNKNOWN,NA,NA,2004-08-24,Water,NA
2004-09-14,Cadmium,NA,AR-3A,California Gulch (US EPA Region 8),0801478,10:43:00,NA,UNKNOWN,NA,NA,2004-09-14,Water,NA
2004-07-16,Copper,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,15:26:00,0.0119,UNKNOWN,NA,NA,2004-07-16,Water,NA
2004-04-02,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,17:00:00,NA,UNKNOWN,NA,NA,2004-04-02,Water,NA
2004-04-03,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,17:00:00,NA,UNKNOWN,NA,NA,2004-04-03,Water,NA
2004-05-12,Copper,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,10:00:00,0.0054800000000000005,UNKNOWN,NA,NA,2004-05-12,Water,NA
2004-04-15,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,11:30:00,NA,UNKNOWN,NA,NA,2004-04-15,Water,NA
2004-04-11,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,20:00:00,NA,UNKNOWN,NA,NA,2004-04-11,Water,NA
2004-04-27,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,20:00:00,NA,UNKNOWN,NA,NA,2004-04-27,Water,NA
2004-04-18,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,19:29:00,NA,UNKNOWN,NA,NA,2004-04-18,Water,NA
2003-09-24,Cadmium,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,00:00:00,7.8e-4,UNKNOWN,NA,NA,2003-09-24,Water,NA
2003-09-24,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,00:00:00,0.02,UNKNOWN,NA,NA,2003-09-24,Water,NA
2003-09-24,Cadmium,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,00:00:00,0.0128,UNKNOWN,NA,NA,2003-09-24,Water,NA
2003-08-16,Copper,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,20:28:00,0.0664,UNKNOWN,NA,NA,2003-08-16,Water,NA
2004-05-07,Zinc,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,15:00:00,0.104,UNKNOWN,NA,NA,2004-05-07,Water,NA
2004-05-15,Cadmium,ug/l,AR-1,California Gulch (US EPA Region 8),0801478,12:59:00,3e-4,UNKNOWN,NA,NA,2004-05-15,Water,NA
2004-05-14,Cadmium,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,13:58:00,0.00428,UNKNOWN,NA,NA,2004-05-14,Water,NA
2004-05-11,Cadmium,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,06:00:00,2.0999999999999998e-4,UNKNOWN,NA,NA,2004-05-11,Water,NA
2004-04-22,Cadmium,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,21:30:00,5.7e-4,UNKNOWN,NA,NA,2004-04-22,Water,NA
2004-07-16,Copper,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,14:14:00,0.0073,UNKNOWN,NA,NA,2004-07-16,Water,NA
2004-04-21,Cadmium,ug/l,AR-1,California Gulch (US EPA Region 8),0801478,19:29:00,2.7e-4,UNKNOWN,NA,NA,2004-04-21,Water,NA
2003-05-29,Copper,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,18:35:00,0.0358,UNKNOWN,NA,NA,2003-05-29,Water,NA
2004-04-15,Zinc,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,20:28:00,4.1,UNKNOWN,NA,NA,2004-04-15,Water,NA
2004-04-02,Zinc,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,19:00:00,0.157,UNKNOWN,NA,NA,2004-04-02,Water,NA
2004-04-02,Cadmium,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,19:00:00,4.7999999999999996e-4,UNKNOWN,NA,NA,2004-04-02,Water,NA
2004-04-04,Cadmium,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,19:00:00,5.899999999999999e-4,UNKNOWN,NA,NA,2004-04-04,Water,NA
2004-04-17,Cadmium,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,12:28:00,0.0103,UNKNOWN,NA,NA,2004-04-17,Water,NA
2004-04-17,Copper,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,12:28:00,0.00628,UNKNOWN,NA,NA,2004-04-17,Water,NA
2004-04-28,Cadmium,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,22:00:00,7.9e-4,UNKNOWN,NA,NA,2004-04-28,Water,NA
2003-09-06,Copper,NA,CG-6,California Gulch (US EPA Region 8),0801478,05:49:00,NA,UNKNOWN,NA,NA,2003-09-06,Water,NA
2003-09-06,Zinc,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,01:49:00,8.97,UNKNOWN,NA,NA,2003-09-06,Water,NA
2003-09-06,Zinc,ug/l,AR-1,California Gulch (US EPA Region 8),0801478,13:45:00,0.010199999999999999,UNKNOWN,NA,NA,2003-09-06,Water,NA
2003-09-09,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,05:42:00,12.4,UNKNOWN,NA,NA,2003-09-09,Water,NA
2003-07-28,Zinc,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,15:50:00,5.16,UNKNOWN,NA,NA,2003-07-28,Water,NA
2004-05-04,Cadmium,NA,AR-1,California Gulch (US EPA Region 8),0801478,20:00:00,NA,UNKNOWN,NA,NA,2004-05-04,Water,NA
2004-05-05,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,12:00:00,NA,UNKNOWN,NA,NA,2004-05-05,Water,NA
2004-07-16,Cadmium,NA,AR-1,California Gulch (US EPA Region 8),0801478,21:39:00,NA,UNKNOWN,NA,NA,2004-07-16,Water,NA
2004-04-24,Cadmium,NA,AR-1,California Gulch (US EPA Region 8),0801478,11:30:00,NA,UNKNOWN,NA,NA,2004-04-24,Water,NA
2004-03-30,Cadmium,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,18:59:00,0.0014199999999999998,UNKNOWN,NA,NA,2004-03-30,Water,NA
2004-03-30,Zinc,ug/l,AR-3A,California Gulch (US EPA Region 8),0801478,18:59:00,0.419,UNKNOWN,NA,NA,2004-03-30,Water,NA
2004-03-29,Zinc,ug/l,AR-1,California Gulch (US EPA Region 8),0801478,10:14:00,0.0498,UNKNOWN,NA,NA,2004-03-29,Water,NA
2004-02-25,Cadmium,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,14:10:00,0.030899999999999997,UNKNOWN,NA,NA,2004-02-25,Water,NA
2004-02-25,Zinc,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,14:15:00,0.56,UNKNOWN,NA,NA,2004-02-25,Water,NA
2004-05-21,Zinc,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,17:00:00,0.614,UNKNOWN,NA,NA,2004-05-21,Water,NA
2004-05-28,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,14:00:00,NA,UNKNOWN,NA,NA,2004-05-28,Water,NA
2003-09-06,Copper,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,01:49:00,0.00523,UNKNOWN,NA,NA,2003-09-06,Water,NA
2003-08-30,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,15:35:00,NA,UNKNOWN,NA,NA,2003-08-30,Water,NA
2003-08-30,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,16:15:00,NA,UNKNOWN,NA,NA,2003-08-30,Water,NA
2003-09-09,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,13:25:00,NA,UNKNOWN,NA,NA,2003-09-09,Water,NA
2003-09-07,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,00:12:00,NA,UNKNOWN,NA,NA,2003-09-07,Water,NA
2003-09-06,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,23:12:00,NA,UNKNOWN,NA,NA,2003-09-06,Water,NA
2003-09-05,Copper,ug/l,CG-4,California Gulch (US EPA Region 8),0801478,20:07:00,0.027,UNKNOWN,NA,NA,2003-09-05,Water,NA
2003-09-07,Copper,NA,AR-3A,California Gulch (US EPA Region 8),0801478,01:12:00,NA,UNKNOWN,NA,NA,2003-09-07,Water,NA
2003-09-10,Copper,NA,AR-1,California Gulch (US EPA Region 8),0801478,13:25:00,NA,UNKNOWN,NA,NA,2003-09-10,Water,NA
2003-09-05,Copper,NA,CG-4,California Gulch (US EPA Region 8),0801478,18:15:00,NA,UNKNOWN,NA,NA,2003-09-05,Water,NA
2003-09-06,Copper,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,01:03:00,0.00708,UNKNOWN,NA,NA,2003-09-06,Water,NA
2003-09-06,Copper,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,01:19:00,0.00601,UNKNOWN,NA,NA,2003-09-06,Water,NA
2003-09-06,Copper,ug/l,CG-6,California Gulch (US EPA Region 8),0801478,04:04:00,0.00484,UNKNOWN,NA,NA,2003-09-06,Water,NA
