hour,site,sensor,value
2019-10-08T00:00:00Z,Timberline,turb,0.3304680208423777
2019-10-08T01:00:00Z,Archery,depth,3.1803499181831643
2019-10-08T01:00:00Z,Archery,depth_lead,3.1803499181831643
2019-10-08T01:00:00Z,Archery,depth_rate,0
2019-10-08T01:00:00Z,Archery,dissolved oxygen,112.82241329298046
2019-10-08T01:00:00Z,Archery,do_mg,11.611277531526486
2019-10-08T01:00:00Z,Archery,orp,224.86474075696947
2019-10-08T01:00:00Z,Archery,ph,8.780966126339582
2019-10-08T01:00:00Z,Archery,salinity,728.1001092594239
2019-10-08T01:00:00Z,Archery,temp,13.95153501850082
2019-10-08T01:00:00Z,Archery,turb,5.120563390302809
2019-10-08T01:00:00Z,ELC,depth,0.943113954926298
2019-10-08T01:00:00Z,ELC,depth_lead,0.9441091300238584
2019-10-08T01:00:00Z,ELC,depth_rate,-9.95175097560073e-4
2019-10-08T01:00:00Z,ELC,dissolved oxygen,85.21405433111711
2019-10-08T01:00:00Z,ELC,do_mg,7.834337892927486
2019-10-08T01:00:00Z,ELC,orp,323.96397504453284
2019-10-08T01:00:00Z,ELC,ph,8.434759259651473
2019-10-08T01:00:00Z,ELC,salinity,594.2383653898033
2019-10-08T01:00:00Z,ELC,temp,11.371566469420419
2019-10-08T01:00:00Z,ELC,turb,1.692572856427723
2019-10-08T01:00:00Z,Legacy,depth,1.3690688555981416
2019-10-08T01:00:00Z,Legacy,depth_lead,1.4523836059362618
2019-10-08T01:00:00Z,Legacy,depth_rate,-0.08331475033812158
2019-10-08T01:00:00Z,Legacy,dissolved oxygen,93.98482075459484
2019-10-08T01:00:00Z,Legacy,do_mg,8.679478762961228
2019-10-08T01:00:00Z,Legacy,orp,137.3387756703778
2019-10-08T01:00:00Z,Legacy,ph,8.031656173603483
2019-10-08T01:00:00Z,Legacy,salinity,139.7001412826794
2019-10-08T01:00:00Z,Legacy,temp,10.908756158295187
2019-10-08T01:00:00Z,Legacy,turb,1.065075481895654
2019-10-08T01:00:00Z,Prospect,depth,1.2885286285378452
2019-10-08T01:00:00Z,Prospect,depth_lead,1.2897007815389367
2019-10-08T01:00:00Z,Prospect,depth_rate,-0.0011721530010913477
2019-10-08T01:00:00Z,Prospect,dissolved oxygen,66.97476624188594
2019-10-08T01:00:00Z,Prospect,do_mg,7.287754895366192
2019-10-08T01:00:00Z,Prospect,orp,323.880895969395
2019-10-08T01:00:00Z,Prospect,ph,7.956880224740215
2019-10-08T01:00:00Z,Prospect,salinity,396.509029689888
2019-10-08T01:00:00Z,Prospect,temp,11.522171650907916
2019-10-08T01:00:00Z,Prospect,turb,3.365564586205591
2019-10-08T01:00:00Z,Rist,depth,1.3158438636355216
2019-10-08T01:00:00Z,Rist,depth_lead,1.3163786456741717
2019-10-08T01:00:00Z,Rist,depth_rate,-5.347820386499601e-4
2019-10-08T01:00:00Z,Rist,dissolved oxygen,104.26936727620188
2019-10-08T01:00:00Z,Rist,do_mg,9.007332975572636
2019-10-08T01:00:00Z,Rist,orp,361.5924640727851
2019-10-08T01:00:00Z,Rist,ph,8.122117128990812
2019-10-08T01:00:00Z,Rist,salinity,86.08155859708508
2019-10-08T01:00:00Z,Rist,temp,9.55374595904526
2019-10-08T01:00:00Z,Rist,turb,4.2893016927927886e-4
2019-10-08T01:00:00Z,Timberline,depth,1.8632769481276372
2019-10-08T01:00:00Z,Timberline,depth_lead,1.8561107699887356
2019-10-08T01:00:00Z,Timberline,depth_rate,0.030676304691969525
2019-10-08T01:00:00Z,Timberline,dissolved oxygen,73.70194994821225
2019-10-08T01:00:00Z,Timberline,do_mg,7.990449466243284
2019-10-08T01:00:00Z,Timberline,orp,240.1189475426218
2019-10-08T01:00:00Z,Timberline,ph,8.022167558547583
2019-10-08T01:00:00Z,Timberline,salinity,378.6465589944844
2019-10-08T01:00:00Z,Timberline,temp,11.631990677194448
2019-10-08T01:00:00Z,Timberline,turb,0.429620221731306
2019-10-08T02:00:00Z,Archery,depth,3.1800161753927467
2019-10-08T02:00:00Z,Archery,depth_lead,3.1800161753927467
2019-10-08T02:00:00Z,Archery,depth_rate,0
2019-10-08T02:00:00Z,Archery,dissolved oxygen,112.8105738199656
2019-10-08T02:00:00Z,Archery,do_mg,11.610059055489765
2019-10-08T02:00:00Z,Archery,orp,224.8411436723789
2019-10-08T02:00:00Z,Archery,ph,8.780044660396225
2019-10-08T02:00:00Z,Archery,salinity,728.0237031505304
2019-10-08T02:00:00Z,Archery,temp,13.950070958146622
2019-10-08T02:00:00Z,Archery,turb,5.120026043420122
2019-10-08T02:00:00Z,ELC,depth,0.945274195061613
2019-10-08T02:00:00Z,ELC,depth_lead,0.9451956823812964
2019-10-08T02:00:00Z,ELC,depth_rate,7.851268031669043e-5
2019-10-08T02:00:00Z,ELC,dissolved oxygen,82.04740681946583
2019-10-08T02:00:00Z,ELC,do_mg,7.595505711465989
2019-10-08T02:00:00Z,ELC,orp,337.67539523929355
2019-10-08T02:00:00Z,ELC,ph,8.312790148046917
2019-10-08T02:00:00Z,ELC,salinity,598.5633828917169
2019-10-08T02:00:00Z,ELC,temp,11.07049182773135
2019-10-08T02:00:00Z,ELC,turb,1.6351974687253827
2019-10-08T02:00:00Z,Legacy,depth,1.3594647799215256
2019-10-08T02:00:00Z,Legacy,depth_lead,1.2565131514804126
2019-10-08T02:00:00Z,Legacy,depth_rate,0.10295162844111301
2019-10-08T02:00:00Z,Legacy,dissolved oxygen,94.12937634287607
2019-10-08T02:00:00Z,Legacy,do_mg,8.770469852792512
2019-10-08T02:00:00Z,Legacy,orp,131.65332478635722
2019-10-08T02:00:00Z,Legacy,ph,8.031849192187817
2019-10-08T02:00:00Z,Legacy,salinity,139.75757512589973
2019-10-08T02:00:00Z,Legacy,temp,10.529863384217709
2019-10-08T02:00:00Z,Legacy,turb,0.8816514381049166
2019-10-08T02:00:00Z,Prospect,depth,1.2905281766970593
2019-10-08T02:00:00Z,Prospect,depth_lead,1.2911254534848402
2019-10-08T02:00:00Z,Prospect,depth_rate,-5.972767877811024e-4
2019-10-08T02:00:00Z,Prospect,dissolved oxygen,65.91979064642419
2019-10-08T02:00:00Z,Prospect,do_mg,7.21863651286629
2019-10-08T02:00:00Z,Prospect,orp,328.31472467209113
2019-10-08T02:00:00Z,Prospect,ph,7.919022477132117
2019-10-08T02:00:00Z,Prospect,salinity,400.59577068962227
2019-10-08T02:00:00Z,Prospect,temp,11.248741950791448
2019-10-08T02:00:00Z,Prospect,turb,4.644929857149774
2019-10-08T02:00:00Z,Rist,depth,1.3227395332286123
2019-10-08T02:00:00Z,Rist,depth_lead,1.3267961345530639
2019-10-08T02:00:00Z,Rist,depth_rate,-0.004056601324451798
2019-10-08T02:00:00Z,Rist,dissolved oxygen,104.1684593035013
2019-10-08T02:00:00Z,Rist,do_mg,9.02925064756434
2019-10-08T02:00:00Z,Rist,orp,363.9977815932431
2019-10-08T02:00:00Z,Rist,ph,8.092350792389613
2019-10-08T02:00:00Z,Rist,salinity,85.8675865686177
2019-10-08T02:00:00Z,Rist,temp,9.40275983322105
2019-10-08T02:00:00Z,Rist,turb,0.021999685429818804
2019-10-08T02:00:00Z,Timberline,depth,1.861478633533661
2019-10-08T02:00:00Z,Timberline,depth_lead,1.852837385443483
2019-10-08T02:00:00Z,Timberline,depth_rate,0.01989796417353902
2019-10-08T02:00:00Z,Timberline,dissolved oxygen,72.12854137856745
2019-10-08T02:00:00Z,Timberline,do_mg,7.864740563005094
2019-10-08T02:00:00Z,Timberline,orp,237.70528078948746
2019-10-08T02:00:00Z,Timberline,ph,7.947684704249083
2019-10-08T02:00:00Z,Timberline,salinity,381.36672053968533
2019-10-08T02:00:00Z,Timberline,temp,11.390639230773719
2019-10-08T02:00:00Z,Timberline,turb,0.5288288039689759
2019-10-08T03:00:00Z,Archery,depth,3.1799880656118464
2019-10-08T03:00:00Z,Archery,depth_lead,3.1799880656118464
2019-10-08T03:00:00Z,Archery,depth_rate,0
2019-10-08T03:00:00Z,Archery,dissolved oxygen,112.80957662990792
2019-10-08T03:00:00Z,Archery,do_mg,11.609956428270817
2019-10-08T03:00:00Z,Archery,orp,224.8391561871155
2019-10-08T03:00:00Z,Archery,ph,8.779967049114365
2019-10-08T03:00:00Z,Archery,salinity,728.0172677786151
2019-10-08T03:00:00Z,Archery,temp,13.949947646371914
2019-10-08T03:00:00Z,Archery,turb,5.1199807849049614
2019-10-08T03:00:00Z,ELC,depth,0.9432810552817102
